listing_name,building_name,apartment_number,address,add_lat,add_long,property_management_name,monthly_rent,property_type,bedroom_count,bathroom_count,utility_water,utility_heat,utility_electricity,utility_laundry,utility_wifi,included_appliances,parking_availability,parking_rates,parking_slots,parking_distance,parking_restrictions,parking_availability_status,pet_friendly,smoking_allowed,apartment_size,apartment_size_unit,is_furnished,lease_duration,availability_status,dist_hospital,dist_school,dist_restaurant,source,website,image,description,property_image,load_datetime,parking_address,dist_busstop,dist_downtown,dist_clayton_park,dist_rockingham,dist_larry_uteck_area,dist_central_halifax
2-Bedroom Basement Apartment for rent (Halifax Armdale),-1,-1,"Halifax, NS B3N",44.6434545,-63.6333417,Kijiji User,1900.0,-1,2.0,1.0,-1,0,0,0,0,-1,0,434.0,189,3704.2320366889044,-1,-1,-1,-1,550,-1,-1,1 Year,-1,0.8212878022683453,0.6134875404211124,0.4823956063856842,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-basement-apartment-for-rent-halifax-armdale/1688913129,Kijiji.ca,Kijiji User,-1,,2024-03-25 03:21:39.403565,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.487225947285589,2.741745647787116,1.3235217657034206,2.145316436848154,4.6671207464382976,0.8492817121519741
LARGE 2 BEDROOM AVAILABLE,-1,-1,"30 Ridgevalley Road, Halifax, NS, B3P 2J8",44.6299477,-63.62181289999999,-1,-1.0,-1,2.0,1.0,-1,0,0,0,0,Elevator in Building,0,434.0,189,3044.1276811406296,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,1.7198330674724474,0.9687400398544986,0.4897679493546665,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/large-2-bedroom-available/1688104521,Kijiji.ca,-1,Elevator in Building,,2024-03-25 03:21:39.403962,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",1.920429693756439,2.429241358270316,2.415034344368847,3.209585019841666,5.757766770823248,1.3483853007761117
BRAND NEW ONE BEDROOM SUITE IN HERITAGE BUILDING! SOUTH END HFX!,-1,-1,"1029 South Park Street, Halifax, NS, B3H 1M1",44.6349902,-63.5760188,-1,2099.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,700.0,75,384.3666778232912,-1,-1,-1,-1,805,-1,-1,1 Year,-1,0.228867239757819,0.1884383622708011,0.4350147022972637,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/brand-new-one-bedroom-suite-in-heritage-building-south-end-hfx/1683309932,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.404368,"5280 Green St South End, Halifax, NS B3H 1N7",0.3095169702340897,0.7511368623446091,3.875558683548763,4.309281339339469,7.0442885371156025,2.301651201825836
23-103 Newly renovated lower flat in Halifax.UTILITIES INCLUDE,-1,-1,"Almon Street, Halifax, NS, B3L 1V8",44.6488578,-63.6102675,-1,2200.0,-1,2.0,1.0,-1,0,0,0,0,-1,0,62.0,29,1924.9911523384185,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,0.6587672114806153,0.5603234397410833,0.5188888913244005,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-103-newly-renovated-lower-flat-in-halifax-utilities-include/1678291246,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.404818,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.9743157258718264,1.613417920225285,1.939087225976683,2.4062338049517433,5.1384680504046525,0.3914720706193388
"23-055 Large furnished home in desirable Eaglewood, Bedford",-1,-1,"Peregrine Crescent, Bedford, NS, B4A 3B9",44.7245135,-63.6499467,-1,4000.0,-1,4.0,3.5,-1,0,0,0,0,-1,0,0.0,144,3467.4253864136504,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,1.478646690865659,0.5011769824686161,0.5869262607157846,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-055-large-furnished-home-in-desirable-eaglewood-bedford/1683309158,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.405217,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.6061594716955594,6.493945876572806,4.439333735430311,3.5378499225103424,2.550107104832142,5.423867627045064
21-099 Walk to hospitals! Downtown Halifax condo. Fab building!,-1,-1,"Dresden Row, Halifax, NS, B3J 2K2",44.6432267,-63.5780944,-1,2950.0,-1,1.0,1.0,-1,0,0,0,0,"Gym, Concierge, 24 Hour Security, Elevator in Building",0,140.0,200,72.24584506276594,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,0.0123352479460814,0.1719354881279191,0.0359281354230384,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/21-099-walk-to-hospitals-downtown-halifax-condo-fab-building/1672687810,Kijiji.ca,-1,"Gym, Concierge, 24 Hour Security, Elevator in Building",,2024-03-25 03:21:39.405624,"1530 Birmingham St, Downtown Halifax, Halifax, NS, B3J 3T1",0.0828086821749354,0.17766624545651166,3.557837041863117,3.897489240394273,6.6184581252593215,2.0202593615984377
Commercial Space Downtown Halifax for January,-1,-1,"1535 Dresden Row, Halifax, NS, B3J 3T1",44.643625,-63.5781119,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,140.0,200,60.0593622697708,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0225334749494447,0.1739246832362765,0.0480247493397376,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-space-downtown-halifax-for-january/1675791320,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.406012,"1530 Birmingham St, Downtown Halifax, Halifax, NS, B3J 3T1",0.0976358093678949,0.15033912811373937,3.5480039608651075,3.8821142993352717,6.601781594569276,2.0138745921620718
New Construction Ground Level Retail/Commercial Space for Lease,-1,-1,"2287 Prospect Road, Hatchett Lake, NS, B3T 1S9",44.5607392,-63.731604,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,294.0,10,14460.207615149331,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0.2616816904644954,0.0395745398785244,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/new-construction-ground-level-retail-commercial-space-for-lease/1615625893,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.406403,"920 Tower Rd, South End, Halifax, NS B3H 1K8",0.0016527966224271,9.59380082642625,8.06097156482767,8.876500342661197,9.791326818572289,8.288435141756787
RETAIL / RESTAURANT SPACE FOR LEASE SPRING GARDEN ROAD,-1,-1,"5670 Spring Garden Road, Halifax, NS, B3J 1H6",44.6423686,-63.57877669999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,574.0,300,98.47764734399388,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0702663538019339,0.2157522849708266,0.0227316980456261,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/retail-restaurant-space-for-lease-spring-garden-road/1626751717,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.406791,"1531 South Park St, Downtown Halifax, Halifax, NS B3J 4B3",0.0459834678156862,0.24106581545672942,3.546366065834653,3.901362690685579,6.625951721321292,2.0007329847275477
Parking on Barrington Street in Halifax,-1,-1,"1343 Barrington Street, Halifax, NS, B3J 1Y9",44.642637,-63.5714741,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,140.0,66,211.74775750035036,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3398908187734779,0.1616433537972529,0.2194917411188389,https://www.kijiji.ca/v-storage-parking/city-of-halifax/parking-on-barrington-street-in-halifax/1653493256,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.407182,"5250 Spring Garden Rd, Downtown Halifax, Halifax, NS, B3J 1E7",0.0660492306279132,0.3811777008309179,3.879876502016409,4.197339788697583,6.909288125892283,2.3481172523361864
Represent your business professionally,-1,-1,"1959 Upper Water Street, Suite 1700, Tower 1, Halifax, NS, B3J 3N2",44.6517896,-63.57419950000001,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,150.0,150,240.18740980725673,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.6182700527299184,0.0614221808656133,0.1626026027979956,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/represent-your-business-professionally/1522546526,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.407581,"1815 Upper Water St, Downtown Halifax, Halifax, NS, B3J 1S7",0.05694484378749,0.4509179614891868,3.597167465539168,3.7915117389648647,6.457562094251102,2.17483603074384
Access professional coworking space in Founders Square,-1,-1,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",44.6473148,-63.5723688,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,18,135.57838718621394,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4016147723438878,0.2969413270081621,0.1021671817409092,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/access-professional-coworking-space-in-founders-square/1520624400,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.407972,"Maritime Museum of the Atlantic, 1655 Lower Water St, Downtown Halifax, Halifax, NS B3J 1S3",0.1511910770799201,0.2885025758006884,3.7479162638822037,4.003910929162184,6.695178709457953,2.262537777395716
All-inclusive access to professional office space for 15 persons,-1,-1,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",44.6473148,-63.5723688,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,18,135.57838718621394,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4016147723438878,0.2969413270081621,0.1021671817409092,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/all-inclusive-access-to-professional-office-space-for-15-persons/1520807758,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.408375,"Maritime Museum of the Atlantic, 1655 Lower Water St, Downtown Halifax, Halifax, NS B3J 1S3",0.1511910770799201,0.2885025758006884,3.7479162638822037,4.003910929162184,6.695178709457953,2.262537777395716
"Glenbourne Gardens - 2 Bedroom, 2 Bathroom Apartment for Rent",-1,-1,"634 Parkland Drive, Halifax, NS, B3S 1M8",44.6754054,-63.67699039999999,-1,1975.0,-1,1.0,1.0,-1,0,0,0,0,"Gym, 24 Hour Security, Elevator in Building",0,62.0,29,7903.773287787098,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,1.4614870521293106,0.2868035532078645,0.5696665725915852,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/glenbourne-gardens-2-bedroom-2-bathroom-apartment-for-rent/1686165944,Kijiji.ca,-1,"Gym, 24 Hour Security, Elevator in Building",,2024-03-25 03:21:39.408776,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.6555335842418425,5.297829217298331,1.841596007989296,1.5857975827221917,1.7058358377489846,3.412708043525875
"Azure - 2 Bedroom, 2 Bathroom, Den Apartment for Rent",-1,-1,"16 Bently Drive, Halifax, NS, B3S 0G9",44.6495928,-63.655934,-1,2300.0,-1,2.0,2.0,-1,0,0,0,0,"Gym, Storage Space",0,62.0,29,5533.356624125551,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,0.2025988730497484,0.649071566497077,0.827027177262498,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/azure-2-bedroom-2-bathroom-den-apartment-for-rent/1686166112,Kijiji.ca,-1,"Gym, Storage Space",,2024-03-25 03:21:39.409179,"Halifax Infirmary, 1796 Summer St South End, Halifax, NS B3H 3A7",0.8115919317176056,3.8594082005773673,0.8797572531188373,1.7312648914747162,3.7449947341286007,1.8607926546136064
"Terrace View - 2 Bedroom, 1 Bathroom Apartment for Rent",-1,-1,"41 Cowie Hill Road, Halifax, NS, B3P 2M7",44.6325186,-63.6200011,-1,2050.0,-1,2.0,1.0,-1,0,0,0,0,"Gym, 24 Hour Security, Storage Space, Elevator in Building",0,434.0,189,2803.8091776705637,-1,-1,-1,-1,-1,-1,-1,1 Year,-1,1.5629431554441626,0.7836815493396782,0.5613796450924496,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/terrace-view-2-bedroom-1-bathroom-apartment-for-rent/1686165986,Kijiji.ca,-1,"Gym, 24 Hour Security, Storage Space, Elevator in Building",,2024-03-25 03:21:39.409586,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",1.7443390028479522,2.2725778219487833,2.311512092512543,3.078800331837719,5.663513465345877,1.162404326172582
Private office space for 3 persons in Founders Square,-1,-1,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",44.6473148,-63.5723688,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,18,135.57838718621394,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4016147723438878,0.2969413270081621,0.1021671817409092,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/private-office-space-for-3-persons-in-founders-square/1523323936,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.409982,"Maritime Museum of the Atlantic, 1655 Lower Water St, Downtown Halifax, Halifax, NS B3J 1S3",0.1511910770799201,0.2885025758006884,3.7479162638822037,4.003910929162184,6.695178709457953,2.262537777395716
Fully serviced private office space for you and your team,-1,-1,"1701 Hollis Street,Suite 800, Halifax, NS, B3J 3M8",44.6473148,-63.5723688,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,18,135.57838718621394,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.4016147723438878,0.2969413270081621,0.1021671817409092,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/fully-serviced-private-office-space-for-you-and-your-team/1523323938,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.410382,"Maritime Museum of the Atlantic, 1655 Lower Water St, Downtown Halifax, Halifax, NS B3J 1S3",0.1511910770799201,0.2885025758006884,3.7479162638822037,4.003910929162184,6.695178709457953,2.262537777395716
"PUN42 124 Puncheon Way Bedford West, Nova Scotia",-1,-1,"PUN42 124 Puncheon Way, Bedford West, NS, B4B2L1",44.707819,-63.72534529999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,7143.917734066739,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.423752008820617,0.7418404788808808,1.231523561067508,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/pun42-124-puncheon-way-bedford-west-nova-scotia/1682930579,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.410778,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.4192002474757487,8.436336385874931,5.096392447366005,4.61927411083829,1.9677320977778714,6.648157377437903
"39 Chestnut Street New Glasgow, Nova Scotia",-1,-1,"39 Chestnut Street, New Glasgow, NS, B2H0E4",45.6017088,-62.6539467,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,123126.13078681432,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.485811372638559,0.5065618893533737,0.8175237715768858,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/39-chestnut-street-new-glasgow-nova-scotia/1682928626,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.411176,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.7301324239186331,79.98278812110901,81.10964315687617,80.34388279555597,80.22414648757088,80.91538361011206
"19 Parker Place Crescent Enfield, Nova Scotia",-1,-1,"19 Parker Place Crescent, Enfield, NS, B2T1C8",44.9368166,-63.5374723,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,22582.551455423112,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.6911063664384491,0.7245973047836362,0.1733446935792856,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/19-parker-place-crescent-enfield-nova-scotia/1682927958,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.411616,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.4740076739613273,20.193373860943687,19.829713736829937,18.940663747342978,17.999825271431224,20.24603489668566
"TRE4 E 58 Trekker Drive West Bedford, Nova Scotia",-1,-1,"TRE4 E 58 Trekker Drive, West Bedford, NS, B4B2K7",44.7075862,-63.722277,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,6997.357270804556,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.2809830519229006,0.6428910749994355,1.3177890408220247,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/tre4-e-58-trekker-drive-west-bedford-nova-scotia/1651847945,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.411993,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.4779999961142059,8.298187651700085,4.971155181111658,4.4818689933334745,1.8193813970363963,6.518834413093741
"TRE4 B 52 Trekker Drive West Bedford, Nova Scotia",-1,-1,"TRE4 B 52 Trekker Drive, West Bedford, NS, B4B2K7",44.7075862,-63.722277,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,6997.357270804556,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.2809830519229006,0.6428910749994355,1.3177890408220247,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/tre4-b-52-trekker-drive-west-bedford-nova-scotia/1651847910,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.412370,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.4779999961142059,8.298187651700085,4.971155181111658,4.4818689933334745,1.8193813970363963,6.518834413093741
"TRE4 C 54 Trekker Drive West Bedford, Nova Scotia",-1,-1,"TRE4 C 54 Trekker Drive, West Bedford, NS, B4B2K7",44.7075862,-63.722277,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,6997.357270804556,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.2809830519229006,0.6428910749994355,1.3177890408220247,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/tre4-c-54-trekker-drive-west-bedford-nova-scotia/1651848073,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.412732,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.4779999961142059,8.298187651700085,4.971155181111658,4.4818689933334745,1.8193813970363963,6.518834413093741
"TRE4 D 56 Trekker Drive West Bedford, Nova Scotia",-1,-1,"TRE4 D 56 Trekker Drive, West Bedford, NS, B4B2K7",44.7075862,-63.722277,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,6997.357270804556,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.2809830519229006,0.6428910749994355,1.3177890408220247,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/tre4-d-56-trekker-drive-west-bedford-nova-scotia/1651847783,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.413127,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.4779999961142059,8.298187651700085,4.971155181111658,4.4818689933334745,1.8193813970363963,6.518834413093741
Executive semi conveniently located 10 min to DT Halifax,-1,-1,"1424 Purcells cove, halifax, NS, B3P 1B5",44.63259679999999,-63.6092179,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,2016.1549631431926,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.306440170887986,0.6734169901188417,0.8869329174089494,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/executive-semi-conveniently-located-10-min-to-dt-halifax/1648282721,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.413476,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",1.334382391311534,1.7961967379439876,2.6416694907735327,3.322186822351968,5.986289377250179,1.2353541259101917
"13 Lew Crescent Lantz, Nova Scotia",-1,-1,"13 Lew Crescent, Lantz, NS, B2S0H9",44.9798386,-63.4956735,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,28340.467337462313,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0482192369364116,0.4149028961767401,0.461762878938295,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/13-lew-crescent-lantz-nova-scotia/1673021589,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.413897,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.4913548578400685,23.417222662609483,23.273515093916107,22.395047134415567,21.559736778466092,23.60504304385598
Executive Custom Built Home West Bedford,-1,-1,"60 Crownridge Dr, Bedford, NS B4B 0X4, Bedford, NS, B4B 0X4",44.7081722,-63.7010906,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,5945.978463508317,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.2807247556842016,0.2846681905351841,0.7922970117349202,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/executive-custom-built-home-west-bedford/1648282616,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.414825,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.7533459086665487,7.445681413079949,4.271523478250832,3.6629059327191444,0.9275871175762563,5.762495398078315
"PUN 17 57 Puncheon Way Bedford West, Nova Scotia",-1,-1,"PUN 17 57 Puncheon Way, Bedford West, NS, B4B2L1",44.707819,-63.72534529999999,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,7143.917734066739,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.423752008820617,0.7418404788808808,1.231523561067508,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/pun-17-57-puncheon-way-bedford-west-nova-scotia/1653979241,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.415202,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.4192002474757487,8.436336385874931,5.096392447366005,4.61927411083829,1.9677320977778714,6.648157377437903
Commercial Space in Vertu Shops Downtown Halifax,-1,-1,"1535 Dresden Row, Halifax, NS, B3J 3T1",44.643625,-63.5781119,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,140.0,200,60.0593622697708,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0225334749494447,0.1739246832362765,0.0480247493397376,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-space-in-vertu-shops-downtown-halifax/1647421905,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.415565,"1530 Birmingham St, Downtown Halifax, Halifax, NS, B3J 3T1",0.0976358093678949,0.15033912811373937,3.5480039608651075,3.8821142993352717,6.601781594569276,2.0138745921620718
Commercial Space Downtown Halifax Vertu Shops,-1,-1,"1535 Dresden Row, Halifax, NS, B3J 3T1",44.643625,-63.5781119,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,140.0,200,60.0593622697708,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0225334749494447,0.1739246832362765,0.0480247493397376,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-space-downtown-halifax-vertu-shops/1647421837,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.415939,"1530 Birmingham St, Downtown Halifax, Halifax, NS, B3J 3T1",0.0976358093678949,0.15033912811373937,3.5480039608651075,3.8821142993352717,6.601781594569276,2.0138745921620718
"Lot 7 453 Holland Road Fletchers Lake, Nova Scotia",-1,-1,"Lot 7 453 Holland Road, Fletchers Lake, NS, B2T1A1",44.8536209,-63.5973127,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,12201.60675554845,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0.8314478114913437,0.6065489958376972,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/lot-7-453-holland-road-fletchers-lake-nova-scotia/1673018070,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.416303,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.5693603582821546,14.382809597371757,13.565608660713126,12.662792457141984,11.56042811334468,14.145706736836454
"263 Greenough Drive West Porters Lake, Nova Scotia",-1,-1,"263 Greenough Drive, West Porters Lake, NS, B3E1M8",44.6784526,-63.3040413,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,14.0,230,15875.60236462676,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,2.393716404335508,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/263-greenough-drive-west-porters-lake-nova-scotia/1678073397,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.416652,"866 Portland Hills Woodside Dartmouth, NS B2W 2N3",0.0264959043326165,13.67901158854361,16.906721163879265,16.798548289224502,18.93449025257115,15.61090201381761
"Lot 906 1239 Fleetwood Drive, Kinloch Fall River, Nova Scotia",-1,-1,"Lot 906 1239 Fleetwood Drive, Kinloch, Fall River, NS, B2T1G5",44.8180582,-63.6119749,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,8157.365672400128,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0.2413433628209556,0.0300805626249484,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/lot-906-1239-fleetwood-drive-kinloch-fall-river-nova-scotia/1673017992,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.417017,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.0187378902965446,12.013326898968101,11.024419068823782,10.119351366823608,9.020485262509204,11.656705246188167
"82 Bradford Place Bedford, Nova Scotia",-1,-1,"82 Bradford Place, Bedford, NS, B4B0R6",44.7022427,-63.6987925,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,0.0,144,6440.413373587567,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.4120129404317887,0.1563881737836566,0.511702473915096,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/82-bradford-place-bedford-nova-scotia/1658120988,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.417379,"Cobequid Terminal Lot, 50 Cobequid Rd, Halifax, NS B4C 2N2",0.4575690511262595,7.121785861043808,3.8867499137770385,3.317499283092826,0.6065252033798741,5.397675019200349
"6-62 Marketway Lane Timberlea, Nova Scotia",-1,-1,"6-62 Marketway Lane, Timberlea, NS, B3T0L1",44.63563629999999,-63.7165513,-1,1.0,-1,1.0,1.0,-1,0,0,0,0,-1,0,434.0,189,10315.010654655553,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0.5103765022392647,0.7322809609221914,https://www.kijiji.ca/v-house-for-sale/city-of-halifax/6-62-marketway-lane-timberlea-nova-scotia/1661418423,Kijiji.ca,-1,-1,,2024-03-25 03:21:39.417726,"5991 Spring Garden Road, South End, Halifax, NS, B3H 1Y6",0.7141876954474744,6.875128400064324,3.8622261725607063,4.388886230559536,4.604083635722949,4.940121037315593
