listing_name,address,property_management_name,monthly_rent,bedroom_count,bathroom_count,utility_water,utility_heat,utility_electricity,wifi_included,utility_laundry,included_appliances,parking_availability,apartment_size,apartment_size_unit,is_furnished,availability_status,image,description,source,website
Winchester Plaza,"5264 Morris Street, Halifax, NS B3J 1B5",SouthWest,-1,0,1,1,1,-1,-1,3,"['Fridge', 'Stove']",2,508,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterExterior1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/Reduced1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterFoyer.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterView.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterUnit.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterLive.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/1601Den2(1).jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/1601Kitchen(1).jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/1601Kitchen2(1).jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85']","Welcome to Winchester Plaza! Winchester Plaza is a sixteen storey building located on Morris Street and within steps of all downtown features and amenities. Just a few blocks from the Halifax Central Library and the dining & shopping district of Spring Garden Road and Area. RENT INCLUDES: HEAT & HOT WATER. Spacious apartments with unit balconies offering wonderful views of the city and Halifax Harbour. Laundry facilities feature a coinless operating system. Building is serviced by elevators. On-site Resident Manager. Interior and Exterior Parking Available. Equipped for Bell Aliant Fibe™ TV, Internet & Home Phone. Universities, hospitals, and business district within minutes. Great location to walk, cycle, or take transit to your destination. Convenience of Communauto on-site. Close to the Halifax Central Library and the dining & shopping district of the Spring Garden Road and Area. Smoke-free suites. Electric Vehicle (EV) chargers on-site. This property is proudly managed by Resident Manager - Debby Meekison.",http://apartments.southwest.ca/apartments/ns/halifax/winchester-plaza/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Floor Plan Style B - Winchester Plaza,"5264 Morris Street, Halifax, NS B3J 1B5",SouthWest,-1,1,1,1,1,-1,-1,3,"['Fridge', 'Stove']",2,656,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterExterior1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/Reduced1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterFoyer.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterView.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterUnit.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterLive.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/1601Den2(1).jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/1601Kitchen(1).jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/1601Kitchen2(1).jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85']","1-bedroom unit with 1 bathroom and 656 Square Foot area. Open concept design. The property offers amenities such as steps away from the Halifax Central Library, dining & the shopping district of Spring Garden Road and Area. Coinless laundry systems, recycling program, secure building access, interior and exterior parking, elevator for convenience, and more. Includes heat & hot water and is equipped for Bell Aliant Fibe™ TV, Internet and Home Phone. Smoke-free suites. Pets allowed.",http://apartments.southwest.ca/apartments/ns/halifax/winchester-plaza/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Floor Plan Style C - Winchester Plaza,"5264 Morris Street, Halifax, NS B3J 1B5",SouthWest,-1,1,1,1,1,-1,-1,3,"['Fridge', 'Stove']",2,656,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterExterior1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/Reduced1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterLobby.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterFoyer.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterView.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterUnit.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterKitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterLive.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterBed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/WinchesterBath.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/1601Den2(1).jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/1601Kitchen(1).jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480411/1601Kitchen2(1).jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85']","1-bedroom unit with 1 bathroom and 656 Square Foot area. Open concept design. Similar amenities as Winchester Plaza. Includes heat & hot water and is equipped for Bell Aliant Fibe™ TV, Internet and Home Phone. Smoke-free suites. Pets allowed.",http://apartments.southwest.ca/apartments/ns/halifax/winchester-plaza/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Del Ray,"5314 Morris Street, Halifax, NS B3J 1B8",Resident Managers - Hugh & Nancy Calder,-1,0,1,-1,1,-1,-1,3,"['Fridge', 'Stove']",0,287,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480414/5314 MorrisExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480414/5314MorrisExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480414/5314-1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480414/5214.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480414/DelRayExterior3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","Studio - 287 Square Foot. Del Ray is a great building for convenience and location right in the city. This two storey building is situated at the corner of Morris and Queen Streets, steps away from grocery stores, the Halifax Central Library, and the dining & shopping district of Spring Garden Road and Area.",http://apartments.southwest.ca/apartments/ns/halifax/del-ray/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Del Ray,"5314 Morris Street, Halifax, NS B3J 1B8",Resident Managers - Hugh & Nancy Calder,-1,1,1,-1,1,-1,-1,3,"['Fridge', 'Stove']",0,317,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480414/5314 MorrisExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480414/5314MorrisExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480414/5314-1.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480414/5214.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480414/DelRayExterior3.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']","1 Bedroom - 317 Square Foot. Del Ray offers a wonderful location just steps away from the dining & shopping district of Spring Garden Road, local grocery stores, and the new Halifax Central Library.",http://apartments.southwest.ca/apartments/ns/halifax/del-ray/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
The Westminster,"5300 Morris Street, Halifax, NS B3J 1B9",Resident Managers - Hugh & Nancy Calder,-1,1,1,1,1,-1,-1,3,"['Fridge', 'Stove']",2,319,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300MorrisExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/WestminsterExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300MorrisExterior2.jpg?crop=(0,0,300,223)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/IMG_7688.jpg?crop=(0,0,300,200)&cropxunits=300&cropyunits=200&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/IMG_7707(reduced).jpg?crop=(0,0,300,207)&cropxunits=300&cropyunits=207&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/IMG_7709(reduced).jpg?crop=(0,0,300,200)&cropxunits=300&cropyunits=200&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300Living.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300Live2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300Kitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300Morris1Bed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300Bed2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",Studio apartment with 1 bathroom. A character apartment building with historical touches located in the heart of the city. RENT INCLUDES: HEAT & HOT WATER. Laundry facilities feature coinless operating system.,http://apartments.southwest.ca/apartments/ns/halifax/westminster-apartments-2/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
The Westminster,"5300 Morris Street, Halifax, NS B3J 1B9",Resident Managers - Hugh & Nancy Calder,-1,1,1,1,1,-1,-1,3,"['Fridge', 'Stove']",2,596,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300MorrisExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/WestminsterExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300MorrisExterior2.jpg?crop=(0,0,300,223)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/IMG_7688.jpg?crop=(0,0,300,200)&cropxunits=300&cropyunits=200&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/IMG_7707(reduced).jpg?crop=(0,0,300,207)&cropxunits=300&cropyunits=207&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/IMG_7709(reduced).jpg?crop=(0,0,300,200)&cropxunits=300&cropyunits=200&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300Living.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300Live2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300Kitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300Morris1Bed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300Bed2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",1 bedroom apartment with 1 bathroom. An apartment residence located in the heart of the city. RENT INCLUDES: HEAT & HOT WATER. Laundry facilities feature coinless operating system.,http://apartments.southwest.ca/apartments/ns/halifax/westminster-apartments-2/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
The Westminster,"5300 Morris Street, Halifax, NS B3J 1B9",Resident Managers - Hugh & Nancy Calder,-1,2,1,1,1,-1,-1,3,"['Fridge', 'Stove']",2,937,sq_ft,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300MorrisExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/WestminsterExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300MorrisExterior2.jpg?crop=(0,0,300,223)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/IMG_7688.jpg?crop=(0,0,300,200)&cropxunits=300&cropyunits=200&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/IMG_7707(reduced).jpg?crop=(0,0,300,207)&cropxunits=300&cropyunits=207&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/IMG_7709(reduced).jpg?crop=(0,0,300,200)&cropxunits=300&cropyunits=200&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300Living.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300Live2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300Kitchen.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300Morris1Bed.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/480413/5300Bed2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85']",2 bedroom apartment with 1 bathroom. An apartment residence located in the heart of the city. RENT INCLUDES: HEAT & HOT WATER. Laundry facilities feature coinless operating system.,http://apartments.southwest.ca/apartments/ns/halifax/westminster-apartments-2/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Bishop's Landing 1 Bedroom Apartment,"1475 Lower Water Street, Halifax, NS B3J 3Z2",SouthWest,-1,1,-1,-1,1,-1,-1,3,"['Washer', 'Dryer', 'Refrigerator', 'Microwave', 'Dishwasher']",2,-1,,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538447/BLExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538447/242Den3Furnished.jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538447/242Den2Furnished.jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538447/BLExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538447/BLNight.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538447/BLView.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538447/BL Nudge.jpg?crop=(0,0,300,215)&cropxunits=300&cropyunits=215&quality=85']","1 Bedroom Apartment at Bishop's Landing with luxury amenities on Halifax Waterfront. The units are located in an award-winning, mixed-use development with many luxury features.",http://apartments.southwest.ca/apartments/ns/halifax/bishops-landing/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
Bishop's Landing 2 Bedroom Apartment,"1475 Lower Water Street, Halifax, NS B3J 3Z2",SouthWest,-1,2,-1,-1,1,-1,-1,3,"['Washer', 'Dryer', 'Refrigerator', 'Microwave', 'Dishwasher']",2,-1,,0,Unk,"['https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538447/BLExterior2.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538447/242Den3Furnished.jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538447/242Den2Furnished.jpg?crop=(0,0,300,169)&cropxunits=300&cropyunits=169&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538447/BLExterior.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538447/BLNight.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538447/BLView.jpg?crop=(0,0,300,225)&cropxunits=300&cropyunits=225&quality=85', 'https://cdngeneralcf.rentcafe.com/dmslivecafe/3/538447/BL Nudge.jpg?crop=(0,0,300,215)&cropxunits=300&cropyunits=215&quality=85']",2 Bedroom Apartment at Bishop's Landing with luxury amenities and balcony views on Halifax Waterfront. The units offer luxury living with stunning harbour views.,http://apartments.southwest.ca/apartments/ns/halifax/bishops-landing/index.aspx,https://apartments.southwest.ca/searchlisting.aspx
